inventory_id,extension,status,method,conversion_quality,raw_output_path_ignored,sanitized_note
SRC-000026,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000026.txt,docs/00-source-notes/src-000026.md
SRC-000027,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000027.txt,docs/00-source-notes/src-000027.md
SRC-000028,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000028.txt,docs/00-source-notes/src-000028.md
SRC-000029,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000029.txt,docs/00-source-notes/src-000029.md
SRC-000030,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000030.txt,docs/00-source-notes/src-000030.md
SRC-000031,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000031.txt,docs/00-source-notes/src-000031.md
SRC-000032,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000032.txt,docs/00-source-notes/src-000032.md
SRC-000033,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000033.txt,docs/00-source-notes/src-000033.md
SRC-000034,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000034.txt,docs/00-source-notes/src-000034.md
SRC-000035,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000035.txt,docs/00-source-notes/src-000035.md
SRC-000036,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000036.txt,docs/00-source-notes/src-000036.md
SRC-000037,.mp4,not-convertible,metadata-only,not-applicable,,
SRC-000038,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000038.txt,docs/00-source-notes/src-000038.md
SRC-000039,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000039.txt,docs/00-source-notes/src-000039.md
SRC-000040,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000040.txt,docs/00-source-notes/src-000040.md
SRC-000041,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000041.txt,docs/00-source-notes/src-000041.md
SRC-000042,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000042.txt,docs/00-source-notes/src-000042.md
SRC-000043,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000043.txt,docs/00-source-notes/src-000043.md
SRC-000044,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000044.txt,docs/00-source-notes/src-000044.md
SRC-000045,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000045.txt,docs/00-source-notes/src-000045.md
SRC-000046,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000046.txt,docs/00-source-notes/src-000046.md
SRC-000047,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000047.txt,docs/00-source-notes/src-000047.md
SRC-000048,.jpeg,not-convertible,metadata-only,not-applicable,,
SRC-000049,.jpeg,not-convertible,metadata-only,not-applicable,,
SRC-000050,,not-convertible,metadata-only,not-applicable,,
SRC-000051,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000051.txt,docs/00-source-notes/src-000051.md
SRC-000052,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000052.txt,docs/00-source-notes/src-000052.md
SRC-000053,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000053.txt,docs/00-source-notes/src-000053.md
SRC-000054,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000054.txt,docs/00-source-notes/src-000054.md
SRC-000055,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000055.txt,docs/00-source-notes/src-000055.md
SRC-000056,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000056.txt,docs/00-source-notes/src-000056.md
SRC-000057,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000057.txt,docs/00-source-notes/src-000057.md
SRC-000058,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000058.txt,docs/00-source-notes/src-000058.md
SRC-000059,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000059.txt,docs/00-source-notes/src-000059.md
SRC-000060,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000060.txt,docs/00-source-notes/src-000060.md
SRC-000061,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000061.txt,docs/00-source-notes/src-000061.md
SRC-000062,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000062.txt,docs/00-source-notes/src-000062.md
SRC-000063,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000063.txt,docs/00-source-notes/src-000063.md
SRC-000064,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000064.txt,docs/00-source-notes/src-000064.md
SRC-000065,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000065.txt,docs/00-source-notes/src-000065.md
SRC-000066,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000066.txt,docs/00-source-notes/src-000066.md
SRC-000067,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000067.txt,docs/00-source-notes/src-000067.md
SRC-000068,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000068.txt,docs/00-source-notes/src-000068.md
SRC-000069,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000069.txt,docs/00-source-notes/src-000069.md
SRC-000070,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000070.txt,docs/00-source-notes/src-000070.md
SRC-000071,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000071.txt,docs/00-source-notes/src-000071.md
SRC-000072,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000072.txt,docs/00-source-notes/src-000072.md
SRC-000073,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000073.txt,docs/00-source-notes/src-000073.md
SRC-000074,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000074.txt,docs/00-source-notes/src-000074.md
SRC-000075,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000075.txt,docs/00-source-notes/src-000075.md
SRC-000076,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000076.txt,docs/00-source-notes/src-000076.md
SRC-000077,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000077.txt,docs/00-source-notes/src-000077.md
SRC-000078,,not-convertible,metadata-only,not-applicable,,
SRC-000079,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000079.txt,docs/00-source-notes/src-000079.md
SRC-000080,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000080.txt,docs/00-source-notes/src-000080.md
SRC-000081,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000081.txt,docs/00-source-notes/src-000081.md
SRC-000082,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000082.txt,docs/00-source-notes/src-000082.md
SRC-000083,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000083.txt,docs/00-source-notes/src-000083.md
SRC-000084,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000084.txt,docs/00-source-notes/src-000084.md
SRC-000085,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000085.txt,docs/00-source-notes/src-000085.md
SRC-000086,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000086.txt,docs/00-source-notes/src-000086.md
SRC-000087,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000087.txt,docs/00-source-notes/src-000087.md
SRC-000088,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000088.txt,docs/00-source-notes/src-000088.md
SRC-000089,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000089.txt,docs/00-source-notes/src-000089.md
SRC-000090,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000090.txt,docs/00-source-notes/src-000090.md
SRC-000091,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000091.txt,docs/00-source-notes/src-000091.md
SRC-000092,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000092.txt,docs/00-source-notes/src-000092.md
SRC-000093,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000093.txt,docs/00-source-notes/src-000093.md
SRC-000094,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000094.txt,docs/00-source-notes/src-000094.md
SRC-000095,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000095.txt,docs/00-source-notes/src-000095.md
SRC-000096,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000096.txt,docs/00-source-notes/src-000096.md
SRC-000097,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000097.txt,docs/00-source-notes/src-000097.md
SRC-000098,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000098.txt,docs/00-source-notes/src-000098.md
SRC-000099,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000099.txt,docs/00-source-notes/src-000099.md
SRC-000100,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000100.txt,docs/00-source-notes/src-000100.md
SRC-000101,.png,not-convertible,metadata-only,not-applicable,,
SRC-000102,.png,not-convertible,metadata-only,not-applicable,,
SRC-000103,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000103.txt,docs/00-source-notes/src-000103.md
SRC-000104,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000104.txt,docs/00-source-notes/src-000104.md
SRC-000105,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000105.txt,docs/00-source-notes/src-000105.md
SRC-000106,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000106.txt,docs/00-source-notes/src-000106.md
SRC-000107,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000107.txt,docs/00-source-notes/src-000107.md
SRC-000108,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000108.txt,docs/00-source-notes/src-000108.md
SRC-000109,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000109.txt,docs/00-source-notes/src-000109.md
SRC-000110,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000110.txt,docs/00-source-notes/src-000110.md
SRC-000111,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000111.txt,docs/00-source-notes/src-000111.md
SRC-000112,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000112.txt,docs/00-source-notes/src-000112.md
SRC-000113,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000113.txt,docs/00-source-notes/src-000113.md
SRC-000114,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000114.txt,docs/00-source-notes/src-000114.md
SRC-000115,.mp4,not-convertible,metadata-only,not-applicable,,
SRC-000116,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000116.txt,docs/00-source-notes/src-000116.md
SRC-000117,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000117.txt,docs/00-source-notes/src-000117.md
SRC-000118,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000118.txt,docs/00-source-notes/src-000118.md
SRC-000119,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000119.txt,docs/00-source-notes/src-000119.md
SRC-000120,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000120.txt,docs/00-source-notes/src-000120.md
SRC-000121,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000121.txt,docs/00-source-notes/src-000121.md
SRC-000122,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000122.txt,docs/00-source-notes/src-000122.md
SRC-000123,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000123.txt,docs/00-source-notes/src-000123.md
SRC-000124,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000124.txt,docs/00-source-notes/src-000124.md
SRC-000125,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000125.txt,docs/00-source-notes/src-000125.md
SRC-000126,.jpeg,not-convertible,metadata-only,not-applicable,,
SRC-000127,.jpeg,not-convertible,metadata-only,not-applicable,,
SRC-000128,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000128.txt,docs/00-source-notes/src-000128.md
SRC-000129,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000129.txt,docs/00-source-notes/src-000129.md
SRC-000130,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000130.txt,docs/00-source-notes/src-000130.md
SRC-000131,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000131.txt,docs/00-source-notes/src-000131.md
SRC-000132,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000132.txt,docs/00-source-notes/src-000132.md
SRC-000133,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000133.txt,docs/00-source-notes/src-000133.md
SRC-000134,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000134.txt,docs/00-source-notes/src-000134.md
SRC-000135,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000135.txt,docs/00-source-notes/src-000135.md
SRC-000136,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000136.txt,docs/00-source-notes/src-000136.md
SRC-000137,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000137.txt,docs/00-source-notes/src-000137.md
SRC-000138,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000138.txt,docs/00-source-notes/src-000138.md
SRC-000139,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000139.txt,docs/00-source-notes/src-000139.md
SRC-000140,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000140.txt,docs/00-source-notes/src-000140.md
SRC-000141,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000141.txt,docs/00-source-notes/src-000141.md
SRC-000142,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000142.txt,docs/00-source-notes/src-000142.md
SRC-000143,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000143.txt,docs/00-source-notes/src-000143.md
SRC-000144,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000144.txt,docs/00-source-notes/src-000144.md
SRC-000145,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000145.txt,docs/00-source-notes/src-000145.md
SRC-000146,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000146.txt,docs/00-source-notes/src-000146.md
SRC-000147,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000147.txt,docs/00-source-notes/src-000147.md
SRC-000148,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000148.txt,docs/00-source-notes/src-000148.md
SRC-000149,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000149.txt,docs/00-source-notes/src-000149.md
SRC-000150,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000150.txt,docs/00-source-notes/src-000150.md
SRC-000151,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000151.txt,docs/00-source-notes/src-000151.md
SRC-000152,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000152.txt,docs/00-source-notes/src-000152.md
SRC-000153,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000153.txt,docs/00-source-notes/src-000153.md
SRC-000154,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000154.txt,docs/00-source-notes/src-000154.md
SRC-000155,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000155.txt,docs/00-source-notes/src-000155.md
SRC-000156,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000156.txt,docs/00-source-notes/src-000156.md
SRC-000157,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000157.txt,docs/00-source-notes/src-000157.md
SRC-000158,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000158.txt,docs/00-source-notes/src-000158.md
SRC-000159,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000159.txt,docs/00-source-notes/src-000159.md
SRC-000160,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000160.txt,docs/00-source-notes/src-000160.md
SRC-000161,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000161.txt,docs/00-source-notes/src-000161.md
SRC-000162,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000162.txt,docs/00-source-notes/src-000162.md
SRC-000163,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000163.txt,docs/00-source-notes/src-000163.md
SRC-000164,.mp4,not-convertible,metadata-only,not-applicable,,
SRC-000165,,not-convertible,metadata-only,not-applicable,,
SRC-000166,,not-convertible,metadata-only,not-applicable,,
SRC-000167,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000167.txt,docs/00-source-notes/src-000167.md
SRC-000168,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000168.txt,docs/00-source-notes/src-000168.md
SRC-000169,,not-convertible,metadata-only,not-applicable,,
SRC-000170,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000170.txt,docs/00-source-notes/src-000170.md
SRC-000171,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000171.txt,docs/00-source-notes/src-000171.md
SRC-000172,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000172.txt,docs/00-source-notes/src-000172.md
SRC-000173,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000173.txt,docs/00-source-notes/src-000173.md
SRC-000174,.xlsx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000174.txt,docs/00-source-notes/src-000174.md
SRC-000175,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000175.txt,docs/00-source-notes/src-000175.md
SRC-000176,,not-convertible,metadata-only,not-applicable,,
SRC-000177,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000177.txt,docs/00-source-notes/src-000177.md
SRC-000178,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000178.txt,docs/00-source-notes/src-000178.md
SRC-000179,,not-convertible,metadata-only,not-applicable,,
SRC-000180,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000180.txt,docs/00-source-notes/src-000180.md
SRC-000181,,not-convertible,metadata-only,not-applicable,,
SRC-000182,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000182.txt,docs/00-source-notes/src-000182.md
SRC-000183,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000183.txt,docs/00-source-notes/src-000183.md
SRC-000184,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000184.txt,docs/00-source-notes/src-000184.md
SRC-000185,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000185.txt,docs/00-source-notes/src-000185.md
SRC-000186,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000186.txt,docs/00-source-notes/src-000186.md
SRC-000187,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000187.txt,docs/00-source-notes/src-000187.md
SRC-000188,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000188.txt,docs/00-source-notes/src-000188.md
SRC-000189,,not-convertible,metadata-only,not-applicable,,
SRC-000190,.xls,metadata-only,office-xml-failed:BadZipFile,no-text-extracted,.work/extracted/SRC-000190.txt,docs/00-source-notes/src-000190.md
SRC-000191,.docx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000191.txt,docs/00-source-notes/src-000191.md
SRC-000192,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000192.txt,docs/00-source-notes/src-000192.md
SRC-000193,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000193.txt,docs/00-source-notes/src-000193.md
SRC-000194,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000194.txt,docs/00-source-notes/src-000194.md
SRC-000195,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000195.txt,docs/00-source-notes/src-000195.md
SRC-000196,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000196.txt,docs/00-source-notes/src-000196.md
SRC-000197,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000197.txt,docs/00-source-notes/src-000197.md
SRC-000198,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000198.txt,docs/00-source-notes/src-000198.md
SRC-000199,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000199.txt,docs/00-source-notes/src-000199.md
SRC-000200,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000200.txt,docs/00-source-notes/src-000200.md
SRC-000201,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000201.txt,docs/00-source-notes/src-000201.md
SRC-000202,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000202.txt,docs/00-source-notes/src-000202.md
SRC-000203,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000203.txt,docs/00-source-notes/src-000203.md
SRC-000204,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000204.txt,docs/00-source-notes/src-000204.md
SRC-000205,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000205.txt,docs/00-source-notes/src-000205.md
SRC-000206,,not-convertible,metadata-only,not-applicable,,
SRC-000207,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000207.txt,docs/00-source-notes/src-000207.md
SRC-000208,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000208.txt,docs/00-source-notes/src-000208.md
SRC-000209,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000209.txt,docs/00-source-notes/src-000209.md
SRC-000210,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000210.txt,docs/00-source-notes/src-000210.md
SRC-000211,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000211.txt,docs/00-source-notes/src-000211.md
SRC-000212,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000212.txt,docs/00-source-notes/src-000212.md
SRC-000213,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000213.txt,docs/00-source-notes/src-000213.md
SRC-000214,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000214.txt,docs/00-source-notes/src-000214.md
SRC-000215,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000215.txt,docs/00-source-notes/src-000215.md
SRC-000216,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000216.txt,docs/00-source-notes/src-000216.md
SRC-000217,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000217.txt,docs/00-source-notes/src-000217.md
SRC-000218,,not-convertible,metadata-only,not-applicable,,
SRC-000219,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000219.txt,docs/00-source-notes/src-000219.md
SRC-000220,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000220.txt,docs/00-source-notes/src-000220.md
SRC-000221,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000221.txt,docs/00-source-notes/src-000221.md
SRC-000222,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000222.txt,docs/00-source-notes/src-000222.md
SRC-000223,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000223.txt,docs/00-source-notes/src-000223.md
SRC-000224,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000224.txt,docs/00-source-notes/src-000224.md
SRC-000225,.pptx,converted-redacted,office-open-xml,partial-text-extracted,.work/extracted/SRC-000225.txt,docs/00-source-notes/src-000225.md
SRC-000226,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000226.txt,docs/00-source-notes/src-000226.md
SRC-000227,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000227.txt,docs/00-source-notes/src-000227.md
SRC-000228,,not-convertible,metadata-only,not-applicable,,
SRC-000229,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000229.txt,docs/00-source-notes/src-000229.md
SRC-000230,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000230.txt,docs/00-source-notes/src-000230.md
SRC-000231,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000231.txt,docs/00-source-notes/src-000231.md
SRC-000232,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000232.txt,docs/00-source-notes/src-000232.md
SRC-000233,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000233.txt,docs/00-source-notes/src-000233.md
SRC-000234,.pdf,converted-redacted,pdf-byte-string-metadata,partial-text-extracted,.work/extracted/SRC-000234.txt,docs/00-source-notes/src-000234.md
